Sample,Condition,RollsImagined
mturk,three6,17
mturk,three6,5
mturk,three6,5
mturk,three6,4
mturk,three6,5
mturk,three6,30
mturk,three6,100
mturk,three6,120
mturk,two6,0
mturk,two6,8
mturk,two6,6.00000000000001
mturk,three6,12
mturk,two6,NA
mturk,two6,50.0000000000001
mturk,three6,100
mturk,two6,3.00000000000001
mturk,two6,7
mturk,two6,3.00000000000001
mturk,three6,12
mturk,two6,1
mturk,two6,0
mturk,three6,24
mturk,two6,5
mturk,two6,7
mturk,two6,3.00000000000001
mturk,three6,30
mturk,two6,4
mturk,two6,36
mturk,two6,25
mturk,two6,1
mturk,two6,3.00000000000001
mturk,three6,2.00000000000001
mturk,three6,5
mturk,two6,1
mturk,two6,2.00000000000001
mturk,two6,0
mturk,three6,12
mturk,three6,5
mturk,three6,120
mturk,three6,6.00000000000001
mturk,two6,5
mturk,two6,3.00000000000001
mturk,three6,4
mturk,three6,4
mturk,three6,12
mturk,two6,100
mturk,two6,1
mturk,three6,5
mturk,two6,2.00000000000001
mturk,three6,23
mturk,three6,18
mturk,three6,4
mturk,three6,5
mturk,two6,0
mturk,two6,0
mturk,three6,3.00000000000001
mturk,three6,3.00000000000001
mturk,two6,7
mturk,two6,4
mturk,two6,0
mturk,three6,25
mturk,two6,0
mturk,three6,216.000000000001
mturk,two6,5
mturk,three6,1
mturk,two6,10
mturk,two6,NA
mturk,three6,30
mturk,three6,6.00000000000001
mturk,two6,10
mturk,two6,0
mturk,three6,5
mturk,two6,5
mturk,three6,12
mturk,three6,9
mturk,two6,5
mturk,three6,6.00000000000001
mturk,two6,10
mturk,two6,10
mturk,three6,20
mturk,two6,1
mturk,two6,10
mturk,two6,4
mturk,three6,25
mturk,two6,0
mturk,two6,2.00000000000001
mturk,two6,0
mturk,two6,20
mturk,three6,100
mturk,three6,50.0000000000001
mturk,two6,0
mturk,three6,13
mturk,two6,5
mturk,two6,2.00000000000001
mturk,three6,50.0000000000001
mturk,two6,5
mturk,two6,3.00000000000001
mturk,three6,5
mturk,three6,1
mturk,two6,1
mturk,three6,20
mturk,two6,2.00000000000001
mturk,three6,50.0000000000001
mturk,two6,10
mturk,three6,3.00000000000001
mturk,three6,60
mturk,two6,3.00000000000001
mturk,three6,36
mturk,two6,8
mturk,two6,3.00000000000001
mturk,three6,1
mturk,two6,10
mturk,two6,20
mturk,three6,6.00000000000001
mturk,three6,5
mturk,three6,8
mturk,three6,2.00000000000001
mturk,three6,6.00000000000001
mturk,two6,0
mturk,two6,2.00000000000001
mturk,three6,191.999999999999
mturk,two6,100
mturk,three6,1
mturk,three6,3.00000000000001
mturk,two6,15
mturk,two6,2.00000000000001
mturk,three6,2.00000000000001
mturk,two6,12
mturk,three6,52
mturk,two6,10
mturk,three6,25
mturk,two6,6.00000000000001
mturk,two6,5
mturk,three6,5
mturk,two6,0
mturk,two6,1
mturk,three6,6.00000000000001
mturk,three6,10
mturk,three6,2.00000000000001
mturk,two6,2.00000000000001
mturk,three6,50.0000000000001
mturk,two6,3.00000000000001
mturk,three6,99
mturk,three6,6.00000000000001
mturk,three6,3.00000000000001
mturk,two6,4
mturk,two6,2.00000000000001
mturk,two6,8
mturk,three6,1
mturk,two6,2.00000000000001
mturk,two6,6.00000000000001
mturk,three6,2.00000000000001
mturk,three6,5
mturk,two6,15
mturk,three6,5
mturk,three6,5
mturk,two6,2.00000000000001
mturk,two6,4
mturk,two6,5
mturk,three6,10
mturk,three6,5
mturk,two6,30
mturk,three6,10
mturk,two6,20
mturk,three6,4
mturk,three6,4
mturk,two6,4
mturk,three6,50.0000000000001
mturk,three6,10
mturk,three6,5
mturk,three6,1
mturk,three6,3.00000000000001
mturk,three6,10
mturk,three6,100
mturk,three6,100
mturk,two6,5
mturk,three6,1
mturk,three6,10
mturk,two6,10
mturk,two6,2.00000000000001
mturk,three6,100
mturk,three6,10
mturk,three6,8
mturk,three6,10
mturk,three6,10
mturk,three6,5
mturk,two6,2.00000000000001
mturk,three6,35
mturk,three6,5
mturk,three6,2.00000000000001
mturk,three6,10
mturk,two6,3.00000000000001
mturk,three6,55
mturk,three6,36
mturk,three6,1
mturk,two6,0
mturk,three6,300.000000000001
mturk,three6,10
mturk,two6,5
mturk,two6,2.00000000000001
mturk,three6,24
mturk,three6,8
mturk,two6,10
mturk,two6,3.00000000000001
mturk,three6,10
mturk,three6,10
mturk,two6,12
mturk,three6,27
mturk,three6,75
mturk,three6,6.00000000000001
mturk,two6,8
mturk,three6,5
mturk,three6,3.00000000000001
mturk,three6,5
mturk,three6,18
mturk,two6,0
mturk,two6,1
mturk,two6,5
mturk,two6,5
mturk,two6,0
mturk,three6,10
mturk,three6,24
mturk,two6,3.00000000000001
mturk,two6,10
mturk,two6,2.00000000000001
mturk,three6,3.00000000000001
mturk,three6,5
mturk,three6,15
mturk,two6,1
mturk,three6,3.00000000000001
mturk,two6,0
mturk,two6,3.00000000000001
mturk,two6,0
mturk,two6,2.00000000000001
mturk,three6,5
mturk,three6,12
mturk,two6,3.00000000000001
mturk,two6,50.0000000000001
mturk,three6,50.0000000000001
mturk,two6,5
mturk,three6,50.0000000000001
mturk,three6,100
mturk,three6,100
mturk,two6,2.00000000000001
mturk,two6,0
mturk,three6,25
mturk,two6,2.00000000000001
mturk,three6,15
mturk,two6,15
mturk,three6,5
mturk,three6,6.00000000000001
mturk,two6,2.00000000000001
mturk,three6,3.00000000000001
mturk,two6,2.00000000000001
mturk,three6,18
mturk,two6,3.00000000000001
mturk,two6,2.00000000000001
mturk,two6,20
mturk,three6,1
mturk,three6,3.00000000000001
mturk,three6,1
mturk,three6,1
mturk,two6,0
mturk,three6,3.00000000000001
mturk,two6,3.00000000000001
mturk,two6,0
mturk,three6,30
mturk,three6,6.00000000000001
mturk,three6,5
mturk,two6,2.00000000000001
mturk,three6,2.00000000000001
mturk,two6,10
mturk,three6,6.00000000000001
mturk,three6,3.00000000000001
mturk,two6,1
mturk,three6,500
mturk,two6,4
mturk,two6,4
mturk,three6,3.00000000000001
mturk,three6,200.000000000001
mturk,two6,25
mturk,two6,20
mturk,two6,3.00000000000001
mturk,two6,1
mturk,two6,2.00000000000001
mturk,two6,0
mturk,two6,20
mturk,two6,3.00000000000001
mturk,two6,5
mturk,three6,10
mturk,two6,0
mturk,two6,0
mturk,three6,10
mturk,three6,2.00000000000001
mturk,two6,12
mturk,three6,3.00000000000001
mturk,two6,12
mturk,two6,10
mturk,three6,20
mturk,two6,5
mturk,three6,24
mturk,three6,3.00000000000001
mturk,three6,5
mturk,two6,2.00000000000001
mturk,three6,3.00000000000001
mturk,three6,10
mturk,two6,10
mturk,three6,2.00000000000001
mturk,three6,2.00000000000001
mturk,two6,1
mturk,two6,50.0000000000001
mturk,two6,5
mturk,three6,1
mturk,two6,0
mturk,two6,1
mturk,three6,28
mturk,two6,5
mturk,two6,4
mturk,three6,1
mturk,two6,30
mturk,two6,7
mturk,three6,10
mturk,three6,7
mturk,three6,1
mturk,two6,1
mturk,three6,10
mturk,two6,3.00000000000001
mturk,three6,5
mturk,two6,3.00000000000001
mturk,two6,12
mturk,three6,20
mturk,two6,9
mturk,two6,0
mturk,three6,2.00000000000001
mturk,three6,5
mturk,three6,50.0000000000001
mturk,three6,10
mturk,two6,0
mturk,two6,5
mturk,three6,5
mturk,two6,2.00000000000001
mturk,two6,2.00000000000001
mturk,two6,1
mturk,three6,1
mturk,three6,18
mturk,three6,100
mturk,two6,1
mturk,two6,10
mturk,two6,4
mturk,two6,1
mturk,three6,2.00000000000001
mturk,three6,10
mturk,three6,5
mturk,two6,40
mturk,three6,3.00000000000001
mturk,three6,4
mturk,three6,1
mturk,three6,10
mturk,two6,2.00000000000001
mturk,three6,50.0000000000001
mturk,three6,10
mturk,two6,10
mturk,three6,2.00000000000001
mturk,three6,12
mturk,three6,101
mturk,two6,2.00000000000001
mturk,three6,100
mturk,two6,NA
mturk,two6,5
mturk,two6,5
mturk,three6,2.00000000000001
mturk,three6,25
mturk,two6,1
mturk,three6,5
mturk,three6,3.00000000000001
mturk,three6,20
mturk,two6,4
mturk,three6,3.00000000000001
mturk,two6,5
mturk,three6,18
mturk,two6,0
mturk,two6,0
mturk,two6,1
mturk,two6,10
mturk,three6,1
mturk,two6,2.00000000000001
mturk,three6,50.0000000000001
mturk,two6,4
mturk,two6,0
mturk,three6,100
mturk,two6,0
mturk,two6,3.00000000000001
mturk,three6,10
mturk,two6,3.00000000000001
mturk,two6,2.00000000000001
mturk,three6,3.00000000000001
mturk,two6,10
mturk,three6,20
mturk,two6,0
mturk,two6,NA
mturk,two6,4
mturk,two6,0
mturk,three6,3.00000000000001
mturk,two6,1
mturk,two6,5
mturk,two6,4
mturk,two6,24
mturk,two6,0
mturk,three6,5
mturk,three6,8
mturk,three6,5
mturk,three6,5
mturk,two6,2.00000000000001
mturk,two6,0
mturk,three6,4
mturk,three6,10
mturk,two6,2.00000000000001
mturk,three6,28
mturk,three6,5
mturk,three6,50.0000000000001
mturk,two6,5
mturk,two6,0
mturk,three6,2.00000000000001
mturk,two6,5
mturk,three6,9
mturk,three6,1
mturk,three6,7
mturk,two6,1
mturk,three6,1
mturk,three6,27
mturk,three6,6.00000000000001
mturk,two6,4
mturk,two6,100
mturk,two6,3.00000000000001
mturk,two6,3.00000000000001
mturk,two6,4
mturk,two6,75
mturk,three6,2.00000000000001
mturk,two6,2.00000000000001
mturk,two6,10
mturk,three6,100
mturk,three6,10
mturk,three6,5
mturk,two6,3.00000000000001
mturk,three6,600.000000000001
mturk,two6,5
mturk,three6,108.000000000001
mturk,three6,2.00000000000001
mturk,three6,10
mturk,two6,10
mturk,two6,5
mturk,three6,100
mturk,three6,50.0000000000001
mturk,three6,1
mturk,three6,20
mturk,two6,5
mturk,three6,50.0000000000001
mturk,two6,3.00000000000001
mturk,two6,5
mturk,two6,10
mturk,three6,5
mturk,two6,1
mturk,three6,2.00000000000001
mturk,three6,20
mturk,three6,15
mturk,three6,3.00000000000001
mturk,two6,3.00000000000001
mturk,three6,10
mturk,two6,4
mturk,three6,215.000000000001
mturk,three6,2.00000000000001
mturk,two6,2.00000000000001
mturk,three6,NA
mturk,three6,5
mturk,two6,25
mturk,three6,10
mturk,two6,25
mturk,three6,100
mturk,two6,3.00000000000001
mturk,two6,3.00000000000001
osu,two6,18
osu,two6,5
osu,three6,2.00000000000001
osu,three6,3.00000000000001
osu,two6,10
osu,three6,10
osu,three6,3.00000000000001
osu,three6,50.0000000000001
osu,three6,12
osu,two6,25
osu,two6,6.00000000000001
osu,three6,5
osu,three6,10
osu,two6,6.00000000000001
osu,two6,3.00000000000001
osu,two6,9
osu,two6,5
osu,three6,3.00000000000001
osu,three6,2.00000000000001
osu,two6,4
osu,three6,2.00000000000001
osu,three6,NA
osu,two6,10
osu,three6,100
osu,two6,67
osu,three6,6.00000000000001
osu,three6,108.000000000001
osu,three6,4
osu,two6,3.00000000000001
osu,two6,2.00000000000001
osu,three6,9
osu,three6,1
osu,three6,2.00000000000001
osu,three6,2.00000000000001
osu,two6,4
osu,two6,0
osu,three6,2.00000000000001
osu,three6,2.00000000000001
osu,two6,2.00000000000001
osu,two6,3.00000000000001
osu,three6,7
osu,two6,9
osu,two6,10
osu,two6,10
osu,three6,10
osu,two6,20
osu,two6,2.00000000000001
osu,three6,5
osu,two6,0
osu,two6,2.00000000000001
osu,three6,6.00000000000001
osu,three6,20
osu,three6,50.0000000000001
osu,two6,5
osu,two6,3.00000000000001
osu,two6,0
osu,two6,3.00000000000001
osu,two6,3.00000000000001
osu,two6,25
osu,three6,10
osu,three6,25
osu,three6,2.00000000000001
osu,two6,5
osu,three6,1
osu,two6,3.00000000000001
osu,two6,10
osu,two6,2.00000000000001
osu,two6,400
osu,three6,1
osu,three6,6.00000000000001
osu,three6,2.00000000000001
osu,two6,10
osu,three6,7
osu,two6,1
osu,three6,10
osu,three6,1
osu,two6,1
osu,two6,1
osu,two6,NA
osu,two6,3.00000000000001
osu,three6,150
osu,three6,35
osu,two6,10
osu,three6,2.00000000000001
osu,three6,3.00000000000001
osu,three6,2.00000000000001
osu,two6,100
osu,two6,100
osu,two6,7
osu,two6,10
osu,three6,6.00000000000001
osu,three6,12
osu,two6,0
osu,two6,4
osu,three6,6.00000000000001
osu,three6,4
osu,two6,12
osu,three6,10
osu,three6,36
osu,two6,5
osu,two6,20
osu,three6,10
osu,two6,0
osu,two6,3.00000000000001
osu,two6,20
osu,three6,100
osu,three6,36
oxy,three6,18
oxy,two6,NA
oxy,two6,3.00000000000001
oxy,three6,25
oxy,three6,4
oxy,two6,2.00000000000001
oxy,two6,3.00000000000001
oxy,two6,NA
oxy,three6,3.00000000000001
oxy,two6,0
oxy,three6,10
oxy,three6,36
oxy,three6,6.00000000000001
oxy,three6,1
oxy,two6,0
oxy,two6,3.00000000000001
oxy,two6,0
oxy,two6,3.00000000000001
oxy,three6,NA
oxy,two6,NA
oxy,two6,0
oxy,two6,1
oxy,two6,3.00000000000001
oxy,two6,0
oxy,two6,0
oxy,two6,12
oxy,three6,40
oxy,three6,216.000000000001
oxy,two6,3.00000000000001
oxy,three6,5
oxy,two6,0
oxy,two6,2.00000000000001
oxy,three6,50.0000000000001
oxy,two6,NA
oxy,three6,1
oxy,three6,10
oxy,two6,3.00000000000001
oxy,two6,1
oxy,three6,15
oxy,three6,1
oxy,three6,25
oxy,two6,1
oxy,three6,216.000000000001
oxy,three6,20
oxy,two6,1
oxy,two6,NA
oxy,two6,0
oxy,two6,40
oxy,two6,NA
oxy,two6,2.00000000000001
oxy,two6,0
oxy,two6,0
oxy,three6,150
oxy,two6,2.00000000000001
oxy,three6,15
oxy,two6,0
oxy,two6,NA
oxy,three6,2.00000000000001
oxy,two6,NA
oxy,three6,36
oxy,two6,50.0000000000001
oxy,two6,3.00000000000001
oxy,three6,116
oxy,two6,5
oxy,two6,NA
oxy,two6,5
oxy,two6,2.00000000000001
oxy,two6,4
oxy,two6,60
oxy,two6,10
oxy,two6,4
oxy,two6,5
oxy,three6,15
oxy,two6,NA
oxy,two6,53
oxy,three6,1
oxy,three6,10
oxy,two6,0
oxy,two6,10
oxy,two6,0
oxy,two6,NA
oxy,two6,0
oxy,two6,NA
oxy,two6,3.00000000000001
oxy,two6,0
oxy,two6,NA
oxy,three6,20
oxy,two6,NA
oxy,three6,20
oxy,two6,12
oxy,three6,18
oxy,two6,10
oxy,two6,0
oxy,two6,NA
oxy,three6,25
oxy,three6,20
oxy,two6,NA
oxy,two6,2.00000000000001
oxy,two6,0
oxy,two6,33
oxy,two6,1
oxy,two6,2.00000000000001
oxy,two6,NA
oxy,two6,2.00000000000001
oxy,three6,1
oxy,two6,2.00000000000001
oxy,two6,2.00000000000001
oxy,three6,5
oxy,two6,0
oxy,three6,50.0000000000001
oxy,two6,4
oxy,two6,0
oxy,two6,NA
oxy,two6,0
oxy,two6,2.00000000000001
oxy,three6,100
oxy,two6,NA
oxy,two6,10
oxy,three6,216.000000000001
oxy,two6,0
oxy,three6,18
oxy,three6,1
oxy,two6,NA
pi,three6,4
pi,three6,15
pi,two6,5
pi,two6,3.00000000000001
pi,three6,1
pi,two6,0
pi,two6,0
pi,three6,1
pi,three6,3.00000000000001
pi,two6,4
pi,two6,0
pi,three6,50.0000000000001
pi,two6,3.00000000000001
pi,three6,20
pi,two6,4
pi,two6,4
pi,two6,NA
pi,two6,216.000000000001
pi,two6,2.00000000000001
pi,three6,200.000000000001
pi,two6,NA
pi,two6,4
pi,two6,7
pi,three6,5
pi,two6,3.00000000000001
pi,two6,5
pi,two6,5
pi,three6,50.0000000000001
pi,two6,0
pi,two6,0
pi,two6,0
pi,two6,2.00000000000001
pi,two6,2.00000000000001
pi,two6,2.00000000000001
pi,three6,2.00000000000001
pi,two6,4
pi,three6,1
pi,two6,0
pi,three6,10
pi,two6,3.00000000000001
pi,three6,64
pi,two6,9
pi,two6,4
pi,two6,5
pi,two6,3.00000000000001
pi,three6,10
pi,three6,50.0000000000001
pi,two6,2.00000000000001
pi,two6,0
pi,three6,3.00000000000001
pi,three6,12
pi,two6,6.00000000000001
pi,three6,1
pi,three6,1
pi,three6,10
pi,two6,NA
pi,three6,3.00000000000001
pi,two6,NA
pi,two6,0
pi,two6,5
pi,three6,1
pi,two6,1
pi,two6,NA
pi,three6,7
pi,three6,5
pi,three6,12
pi,three6,36
pi,two6,0
pi,two6,6.00000000000001
pi,two6,218
pi,three6,3.00000000000001
pi,three6,36
pi,two6,NA
pi,three6,99
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,0
pi,three6,1
pi,two6,4
pi,three6,6.00000000000001
pi,two6,1
pi,two6,5
pi,two6,NA
pi,three6,10
pi,two6,1
pi,two6,3.00000000000001
pi,two6,NA
pi,three6,1
pi,two6,NA
pi,two6,15
pi,two6,1
pi,two6,0
pi,three6,11
pi,two6,NA
pi,two6,1
pi,two6,4
pi,two6,7
pi,three6,25
pi,two6,6.00000000000001
pi,two6,0
pi,two6,0
pi,two6,3.00000000000001
pi,two6,1
pi,three6,6.00000000000001
pi,three6,10
pi,two6,8
pi,two6,2.00000000000001
pi,three6,324
pi,two6,0
pi,two6,2.00000000000001
pi,three6,3.00000000000001
pi,three6,5
pi,two6,0
pi,three6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,1
pi,two6,5
pi,three6,4
pi,three6,5
pi,two6,10
pi,two6,5
pi,two6,NA
pi,two6,5
pi,two6,2.00000000000001
pi,two6,1
pi,three6,3.00000000000001
pi,two6,0
pi,two6,2.00000000000001
pi,three6,56
pi,two6,0
pi,three6,1
pi,two6,0
pi,two6,NA
pi,three6,1
pi,two6,4
pi,three6,16
pi,two6,2.00000000000001
pi,three6,2.00000000000001
pi,two6,0
pi,three6,1
pi,two6,0
pi,three6,30
pi,two6,1
pi,two6,0
pi,two6,NA
pi,two6,10
pi,two6,4
pi,three6,3.00000000000001
pi,two6,12
pi,two6,20
pi,three6,10
pi,three6,1
pi,three6,20
pi,two6,200.000000000001
pi,three6,50.0000000000001
pi,two6,0
pi,two6,5
pi,three6,12
pi,two6,NA
pi,two6,NA
pi,three6,5
pi,two6,50.0000000000001
pi,two6,0
pi,two6,2.00000000000001
pi,three6,30
pi,two6,6.00000000000001
pi,two6,4
pi,two6,7
pi,three6,36
pi,three6,2.00000000000001
pi,two6,0
pi,two6,0
pi,two6,6.00000000000001
pi,two6,0
pi,two6,NA
pi,two6,5
pi,three6,1
pi,three6,20
pi,two6,NA
pi,three6,3.00000000000001
pi,three6,150
pi,three6,1
pi,two6,0
pi,two6,100
pi,two6,NA
pi,two6,1
pi,two6,0
pi,three6,10
pi,two6,2.00000000000001
pi,three6,3.00000000000001
pi,two6,4
pi,two6,3.00000000000001
pi,two6,5
pi,three6,1
pi,three6,1
pi,three6,25
pi,three6,5
pi,three6,2.00000000000001
pi,two6,2.00000000000001
pi,three6,18
pi,two6,4
pi,two6,3.00000000000001
pi,two6,10
pi,two6,0
pi,three6,25
pi,two6,5
pi,three6,20
pi,three6,1
pi,two6,4
pi,two6,0
pi,three6,5
pi,two6,0
pi,two6,6.00000000000001
pi,two6,25
pi,two6,0
pi,two6,10
pi,three6,10
pi,two6,2.00000000000001
pi,three6,15
pi,two6,4
pi,two6,1
pi,three6,5
pi,two6,0
pi,two6,NA
pi,two6,20
pi,two6,20
pi,two6,0
pi,two6,NA
pi,two6,3.00000000000001
pi,two6,5
pi,two6,2.00000000000001
pi,two6,3.00000000000001
pi,three6,1
pi,two6,1
pi,two6,20
pi,three6,3.00000000000001
pi,three6,50.0000000000001
pi,two6,7
pi,two6,NA
pi,two6,NA
pi,two6,4
pi,two6,0
pi,two6,NA
pi,three6,3.00000000000001
pi,two6,1
pi,two6,0
pi,three6,25
pi,two6,3.00000000000001
pi,two6,2.00000000000001
pi,two6,NA
pi,two6,10
pi,two6,35
pi,three6,15
pi,two6,1
pi,two6,2.00000000000001
pi,two6,NA
pi,three6,15
pi,two6,10
pi,two6,5
pi,two6,0
pi,three6,6.00000000000001
pi,two6,2.00000000000001
pi,two6,NA
pi,three6,3.00000000000001
pi,two6,0
pi,two6,NA
pi,two6,0
pi,two6,1
pi,two6,5
pi,two6,0
pi,two6,NA
pi,two6,3.00000000000001
pi,two6,0
pi,three6,9
pi,two6,1
pi,three6,5
pi,three6,30
pi,two6,5
pi,three6,5
pi,two6,3.00000000000001
pi,two6,5
pi,three6,15
pi,three6,100
pi,three6,150
pi,three6,18
pi,three6,100
pi,three6,20
pi,two6,20
pi,two6,5
pi,two6,NA
pi,two6,7
pi,two6,0
pi,two6,1
pi,two6,50.0000000000001
pi,two6,3.00000000000001
pi,two6,4
pi,three6,3.00000000000001
pi,three6,10
pi,two6,1
pi,two6,NA
pi,three6,6.00000000000001
pi,three6,3.00000000000001
pi,three6,20
pi,three6,10
pi,three6,50.0000000000001
pi,two6,1
pi,two6,2.00000000000001
pi,two6,10
pi,two6,2.00000000000001
pi,three6,4
pi,two6,0
pi,two6,0
pi,three6,100
pi,two6,NA
pi,three6,3.00000000000001
pi,two6,0
pi,two6,1
pi,three6,20
pi,two6,1
pi,two6,NA
pi,two6,NA
pi,two6,0
pi,two6,3.00000000000001
pi,three6,50.0000000000001
pi,two6,1
pi,two6,0
pi,two6,NA
pi,two6,0
pi,three6,10
pi,two6,2.00000000000001
pi,two6,2.00000000000001
pi,three6,300.000000000001
pi,two6,NA
pi,three6,12
pi,two6,0
pi,three6,5
pi,two6,0
pi,two6,0
pi,three6,1
pi,three6,1
pi,two6,3.00000000000001
pi,two6,5
pi,three6,10
pi,two6,10
pi,two6,2.00000000000001
pi,three6,36
pi,two6,1
pi,three6,2.00000000000001
pi,two6,6.00000000000001
pi,two6,0
pi,two6,5
pi,two6,7
pi,three6,1
pi,two6,36
pi,two6,4
pi,two6,0
pi,three6,3.00000000000001
pi,two6,0
pi,two6,NA
pi,three6,5
pi,two6,25
pi,two6,1
pi,two6,5
pi,three6,244
pi,two6,2.00000000000001
pi,two6,0
pi,two6,2.00000000000001
pi,three6,6.00000000000001
pi,two6,0
pi,two6,3.00000000000001
pi,two6,0
pi,two6,NA
pi,two6,4
pi,three6,6.00000000000001
pi,three6,1
pi,two6,12
pi,two6,1
pi,two6,216.000000000001
pi,two6,0
pi,two6,NA
pi,three6,2.00000000000001
pi,three6,1
pi,three6,6.00000000000001
pi,three6,421
pi,three6,3.00000000000001
pi,two6,3.00000000000001
pi,three6,6.00000000000001
pi,two6,4
pi,two6,NA
pi,three6,10
pi,two6,0
pi,two6,3.00000000000001
pi,two6,0
pi,three6,30
pi,three6,216.000000000001
pi,two6,0
pi,three6,1
pi,three6,2.00000000000001
pi,three6,4
pi,two6,0
pi,three6,2.00000000000001
pi,three6,3.00000000000001
pi,two6,1
pi,two6,5
pi,three6,15
pi,two6,NA
pi,three6,4
pi,three6,6.00000000000001
pi,three6,3.00000000000001
pi,two6,2.00000000000001
pi,two6,5
pi,two6,NA
pi,three6,4
pi,two6,12
pi,three6,2.00000000000001
pi,three6,4
pi,two6,NA
pi,two6,3.00000000000001
pi,two6,5
pi,two6,10
pi,two6,0
pi,three6,200.000000000001
pi,two6,NA
pi,three6,5
pi,two6,2.00000000000001
pi,two6,3.00000000000001
pi,three6,4
pi,two6,0
pi,two6,20
pi,three6,2.00000000000001
pi,two6,20
pi,three6,20
pi,three6,13
pi,two6,10
pi,two6,6.00000000000001
pi,two6,0
pi,two6,0
pi,two6,12
pi,two6,6.00000000000001
pi,three6,1
pi,three6,18
pi,two6,2.00000000000001
pi,two6,0
pi,three6,1
pi,two6,15
pi,two6,2.00000000000001
pi,three6,1
pi,three6,20
pi,two6,2.00000000000001
pi,three6,120
pi,three6,5
pi,three6,4
pi,three6,20
pi,two6,5
pi,two6,18
pi,two6,NA
pi,two6,50.0000000000001
pi,two6,0
pi,three6,3.00000000000001
pi,two6,2.00000000000001
pi,two6,1
pi,two6,100
pi,two6,0
pi,three6,1
pi,two6,NA
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,three6,100
pi,three6,25
pi,two6,NA
pi,two6,10
pi,two6,10
pi,two6,NA
pi,three6,10
pi,two6,10
pi,three6,3.00000000000001
pi,three6,1
pi,three6,100
pi,two6,2.00000000000001
pi,two6,NA
pi,two6,1
pi,three6,1
pi,three6,200.000000000001
pi,two6,2.00000000000001
pi,three6,100
pi,two6,0
pi,two6,22
pi,two6,5
pi,two6,1
pi,three6,10
pi,three6,3.00000000000001
pi,three6,5
pi,three6,36
pi,three6,NA
pi,three6,2.00000000000001
pi,three6,10
pi,two6,0
pi,two6,NA
pi,two6,2.00000000000001
pi,two6,3.00000000000001
pi,two6,NA
pi,three6,10
pi,three6,1
pi,two6,1
pi,two6,NA
pi,two6,4
pi,two6,0
pi,two6,10
pi,two6,NA
pi,two6,1
pi,three6,200.000000000001
pi,two6,6.00000000000001
pi,two6,100
pi,two6,1
pi,three6,15
pi,three6,5
pi,three6,30
pi,two6,1
pi,three6,6.00000000000001
pi,two6,8
pi,three6,10
pi,two6,6.00000000000001
pi,three6,5
pi,two6,20
pi,two6,NA
pi,three6,3.00000000000001
pi,two6,7
pi,three6,200.000000000001
pi,three6,1
pi,two6,1
pi,two6,1
pi,two6,2.00000000000001
pi,two6,12
pi,two6,6.00000000000001
pi,three6,3.00000000000001
pi,two6,4
pi,two6,25
pi,three6,3.00000000000001
pi,two6,1
pi,two6,5
pi,three6,22
pi,three6,2.00000000000001
pi,two6,5
pi,three6,35
pi,two6,7
pi,three6,10
pi,two6,0
pi,three6,1
pi,two6,10
pi,two6,3.00000000000001
pi,two6,5
pi,three6,8
pi,two6,0
pi,two6,3.00000000000001
pi,two6,1
pi,three6,2.00000000000001
pi,two6,5
pi,two6,1
pi,two6,5
pi,three6,4
pi,two6,3.00000000000001
pi,two6,3.00000000000001
pi,three6,9
pi,three6,1
pi,two6,10
pi,two6,3.00000000000001
pi,two6,4
pi,three6,4
pi,two6,0
pi,two6,5
pi,three6,NA
pi,two6,3.00000000000001
pi,two6,8
pi,two6,1
pi,two6,0
pi,two6,NA
pi,two6,1
pi,two6,6.00000000000001
pi,two6,2.00000000000001
pi,two6,1
pi,two6,10
pi,two6,0
pi,two6,0
pi,three6,100
pi,two6,3.00000000000001
pi,three6,12
pi,two6,NA
pi,two6,2.00000000000001
pi,three6,9
pi,two6,5
pi,three6,20
pi,two6,14
pi,two6,1
pi,three6,100
pi,two6,3.00000000000001
pi,two6,1
pi,three6,1
pi,two6,NA
pi,two6,NA
pi,three6,10
pi,two6,3.00000000000001
pi,three6,1
pi,two6,1
pi,two6,15
pi,two6,3.00000000000001
pi,two6,6.00000000000001
pi,three6,7
pi,two6,2.00000000000001
pi,two6,10
pi,three6,2.00000000000001
pi,two6,3.00000000000001
pi,two6,4
pi,three6,NA
pi,three6,3.00000000000001
pi,two6,3.00000000000001
pi,two6,1
pi,two6,NA
pi,two6,3.00000000000001
pi,two6,2.00000000000001
pi,three6,5
pi,three6,10
pi,three6,100
pi,two6,12
pi,two6,0
pi,two6,10
pi,two6,0
pi,three6,10
pi,two6,4
pi,two6,3.00000000000001
pi,three6,2.00000000000001
pi,two6,0
pi,three6,1
pi,three6,4
pi,three6,5
pi,three6,10
pi,two6,1
pi,two6,20
pi,two6,6.00000000000001
pi,three6,7
pi,three6,5
pi,three6,1
pi,three6,1
pi,three6,10
pi,three6,10
pi,two6,0
pi,two6,0
pi,two6,4
pi,three6,1
pi,three6,3.00000000000001
pi,two6,1
pi,three6,3.00000000000001
pi,two6,2.00000000000001
pi,three6,2.00000000000001
pi,two6,3.00000000000001
pi,three6,53
pi,three6,120
pi,three6,12
pi,two6,0
pi,three6,1
pi,three6,1
pi,two6,250
pi,three6,25
pi,three6,20
pi,two6,3.00000000000001
pi,two6,0
